traj_id,t,step,x,y,theta,v,omega,via_angle_deg,via_radius,clearance,w_effort,w_smooth
29,14.4000,144,3.473962,3.553073,-0.049130,0.499991,0.326672,124.0,3.002,0.015,1.000,25.000
29,14.5000,145,3.523932,3.551434,-0.016463,0.499990,0.350558,124.0,3.002,0.015,1.000,25.000
29,14.6000,146,3.573928,3.551487,0.018593,0.499990,0.375278,124.0,3.002,0.015,1.000,25.000
29,14.7000,147,3.623889,3.553354,0.056121,0.499989,0.400718,124.0,3.002,0.015,1.000,25.000
29,14.8000,148,3.673740,3.557158,0.096193,0.499989,0.426730,124.0,3.002,0.015,1.000,25.000
29,14.9000,149,3.723390,3.563020,0.138866,0.499988,0.453131,124.0,3.002,0.015,1.000,25.000
29,15.0000,150,3.772734,3.571061,0.184179,0.499987,0.479698,124.0,3.002,0.015,1.000,25.000
29,15.1000,151,3.821649,3.581393,0.232149,0.499984,0.506170,124.0,3.002,0.015,1.000,25.000
29,15.2000,152,3.869994,3.594122,0.282766,0.499984,0.532258,124.0,3.002,0.015,1.000,25.000
29,15.3000,153,3.917613,3.609343,0.335992,0.499984,0.557649,124.0,3.002,0.015,1.000,25.000
29,15.4000,154,3.964332,3.627135,0.391757,0.499891,0.582028,124.0,3.002,0.015,1.000,25.000
29,15.5000,155,4.009952,3.647555,0.449959,0.499101,0.605104,124.0,3.002,0.015,1.000,25.000
29,15.6000,156,4.054210,3.670608,0.510470,0.497366,0.626657,124.0,3.002,0.015,1.000,25.000
29,15.7000,157,4.096817,3.696252,0.573135,0.494818,0.646598,124.0,3.002,0.015,1.000,25.000
29,15.8000,158,4.137496,3.724410,0.637795,0.491790,0.665060,124.0,3.002,0.015,1.000,25.000
29,15.9000,159,4.176004,3.754984,0.704301,0.488624,0.682525,124.0,3.002,0.015,1.000,25.000
30,0.0000,0,0.000000,0.000000,-0.000000,0.245182,0.038017,-113.4,2.942,0.015,1.000,25.000
30,0.1000,1,0.024518,0.000047,0.003802,0.245088,0.038534,-113.4,2.942,0.015,1.000,25.000
30,0.2000,2,0.049027,0.000187,0.007655,0.244989,0.039085,-113.4,2.942,0.015,1.000,25.000
30,0.3000,3,0.073524,0.000422,0.011564,0.244878,0.039689,-113.4,2.942,0.015,1.000,25.000
30,0.4000,4,0.098010,0.000754,0.015533,0.244755,0.040359,-113.4,2.942,0.015,1.000,25.000
30,0.5000,5,0.122482,0.001184,0.019568,0.244617,0.041098,-113.4,2.942,0.015,1.000,25.000
30,0.6000,6,0.146938,0.001713,0.023678,0.244464,0.041909,-113.4,2.942,0.015,1.000,25.000
30,0.7000,7,0.171376,0.002343,0.027869,0.244296,0.042790,-113.4,2.942,0.015,1.000,25.000
30,0.8000,8,0.195794,0.003076,0.032148,0.244111,0.043737,-113.4,2.942,0.015,1.000,25.000
30,0.9000,9,0.220191,0.003914,0.036522,0.243911,0.044747,-113.4,2.942,0.015,1.000,25.000
30,1.0000,10,0.244564,0.004859,0.040996,0.243696,0.045816,-113.4,2.942,0.015,1.000,25.000
30,1.1000,11,0.268911,0.005913,0.045578,0.243464,0.046940,-113.4,2.942,0.015,1.000,25.000
30,1.2000,12,0.293229,0.007080,0.050272,0.243217,0.048115,-113.4,2.942,0.015,1.000,25.000
30,1.3000,13,0.317517,0.008360,0.055084,0.242954,0.049338,-113.4,2.942,0.015,1.000,25.000
30,1.4000,14,0.341772,0.009758,0.060017,0.242676,0.050606,-113.4,2.942,0.015,1.000,25.000
30,1.5000,15,0.365992,0.011274,0.065078,0.242381,0.051917,-113.4,2.942,0.015,1.000,25.000
30,1.6000,16,0.390175,0.012913,0.070270,0.242069,0.053268,-113.4,2.942,0.015,1.000,25.000
30,1.7000,17,0.414318,0.014677,0.075596,0.241741,0.054658,-113.4,2.942,0.015,1.000,25.000
30,1.8000,18,0.438417,0.016569,0.081062,0.241395,0.056086,-113.4,2.942,0.015,1.000,25.000
30,1.9000,19,0.462472,0.018591,0.086671,0.241031,0.057551,-113.4,2.942,0.015,1.000,25.000
30,2.0000,20,0.486479,0.020747,0.092426,0.240648,0.059052,-113.4,2.942,0.015,1.000,25.000
30,2.1000,21,0.510434,0.023038,0.098331,0.240246,0.060588,-113.4,2.942,0.015,1.000,25.000
30,2.2000,22,0.534335,0.025469,0.104390,0.239824,0.062160,-113.4,2.942,0.015,1.000,25.000
30,2.3000,23,0.558179,0.028042,0.110606,0.239380,0.063766,-113.4,2.942,0.015,1.000,25.000
30,2.4000,24,0.581962,0.030760,0.116983,0.238915,0.065408,-113.4,2.942,0.015,1.000,25.000
30,2.5000,25,0.605681,0.033627,0.123523,0.238426,0.067086,-113.4,2.942,0.015,1.000,25.000
30,2.6000,26,0.629332,0.036644,0.130232,0.237914,0.068798,-113.4,2.942,0.015,1.000,25.000
30,2.7000,27,0.652911,0.039814,0.137112,0.237376,0.070547,-113.4,2.942,0.015,1.000,25.000
30,2.8000,28,0.676415,0.043142,0.144166,0.236812,0.072331,-113.4,2.942,0.015,1.000,25.000
30,2.9000,29,0.699838,0.046629,0.151400,0.236221,0.074152,-113.4,2.942,0.015,1.000,25.000
30,3.0000,30,0.723176,0.050278,0.158815,0.235601,0.076009,-113.4,2.942,0.015,1.000,25.000
30,3.1000,31,0.746425,0.054092,0.166416,0.234951,0.077903,-113.4,2.942,0.015,1.000,25.000
30,3.2000,32,0.769580,0.058074,0.174206,0.234269,0.079835,-113.4,2.942,0.015,1.000,25.000
30,3.3000,33,0.792636,0.062227,0.182189,0.233555,0.081804,-113.4,2.942,0.015,1.000,25.000
30,3.4000,34,0.815588,0.066553,0.190370,0.232807,0.083811,-113.4,2.942,0.015,1.000,25.000
30,3.5000,35,0.838429,0.071054,0.198751,0.232023,0.085857,-113.4,2.942,0.015,1.000,25.000
30,3.6000,36,0.861155,0.075732,0.207337,0.231202,0.087941,-113.4,2.942,0.015,1.000,25.000
30,3.7000,37,0.883759,0.080591,0.216131,0.230343,0.090064,-113.4,2.942,0.015,1.000,25.000
30,3.8000,38,0.906235,0.085632,0.225137,0.229443,0.092226,-113.4,2.942,0.015,1.000,25.000
30,3.9000,39,0.928576,0.090857,0.234360,0.228502,0.094428,-113.4,2.942,0.015,1.000,25.000
30,4.0000,40,0.950776,0.096268,0.243802,0.227517,0.096669,-113.4,2.942,0.015,1.000,25.000
30,4.1000,41,0.972828,0.101867,0.253469,0.226488,0.098951,-113.4,2.942,0.015,1.000,25.000
30,4.2000,42,0.994725,0.107655,0.263364,0.225414,0.101273,-113.4,2.942,0.015,1.000,25.000
30,4.3000,43,1.016459,0.113633,0.273492,0.224293,0.103635,-113.4,2.942,0.015,1.000,25.000
30,4.4000,44,1.038023,0.119803,0.283855,0.223126,0.106038,-113.4,2.942,0.015,1.000,25.000
30,4.5000,45,1.059409,0.126166,0.294459,0.221911,0.108482,-113.4,2.942,0.015,1.000,25.000
30,4.6000,46,1.080609,0.132721,0.305307,0.220649,0.110967,-113.4,2.942,0.015,1.000,25.000
30,4.7000,47,1.101617,0.139470,0.316404,0.219343,0.113494,-113.4,2.942,0.015,1.000,25.000
30,4.8000,48,1.122423,0.146413,0.327753,0.217994,0.116062,-113.4,2.942,0.015,1.000,25.000
30,4.9000,49,1.143021,0.153550,0.339359,0.216607,0.118674,-113.4,2.942,0.015,1.000,25.000
30,5.0000,50,1.163403,0.160882,0.351227,0.215187,0.121327,-113.4,2.942,0.015,1.000,25.000
30,5.1000,51,1.183563,0.168408,0.363360,0.213744,0.124024,-113.4,2.942,0.015,1.000,25.000
30,5.2000,52,1.203494,0.176128,0.375762,0.212288,0.126765,-113.4,2.942,0.015,1.000,25.000
30,5.3000,53,1.223191,0.184044,0.388438,0.210835,0.129549,-113.4,2.942,0.015,1.000,25.000
30,5.4000,54,1.242652,0.192155,0.401393,0.209405,0.132377,-113.4,2.942,0.015,1.000,25.000
30,5.5000,55,1.261873,0.200464,0.414631,0.208026,0.135249,-113.4,2.942,0.015,1.000,25.000
30,5.6000,56,1.280856,0.208973,0.428156,0.206732,0.138165,-113.4,2.942,0.015,1.000,25.000
30,5.7000,57,1.299603,0.217686,0.441973,0.205564,0.141122,-113.4,2.942,0.015,1.000,25.000
30,5.8000,58,1.318122,0.226609,0.456085,0.204580,0.144118,-113.4,2.942,0.015,1.000,25.000
30,5.9000,59,1.336423,0.235752,0.470497,0.203845,0.147151,-113.4,2.942,0.015,1.000,25.000
30,6.0000,60,1.354524,0.245126,0.485212,0.203444,0.150214,-113.4,2.942,0.015,1.000,25.000
30,6.1000,61,1.372448,0.254750,0.500233,0.203480,0.153300,-113.4,2.942,0.015,1.000,25.000
30,6.2000,62,1.390227,0.264646,0.515563,0.204077,0.156397,-113.4,2.942,0.015,1.000,25.000
30,6.3000,63,1.407903,0.274845,0.531203,0.205382,0.159488,-113.4,2.942,0.015,1.000,25.000
30,6.4000,64,1.425527,0.285390,0.547152,0.207574,0.162553,-113.4,2.942,0.015,1.000,25.000
30,6.5000,65,1.443166,0.296333,0.563407,0.210857,0.165563,-113.4,2.942,0.015,1.000,25.000
30,6.6000,66,1.460898,0.307741,0.579963,0.215468,0.168479,-113.4,2.942,0.015,1.000,25.000
30,6.7000,67,1.478821,0.319700,0.596811,0.221675,0.171252,-113.4,2.942,0.015,1.000,25.000
30,6.8000,68,1.497049,0.332315,0.613936,0.229775,0.173821,-113.4,2.942,0.015,1.000,25.000
30,6.9000,69,1.515715,0.345715,0.631318,0.240084,0.176108,-113.4,2.942,0.015,1.000,25.000
30,7.0000,70,1.534970,0.360054,0.648929,0.252928,0.178017,-113.4,2.942,0.015,1.000,25.000
30,7.1000,71,1.554984,0.375518,0.666731,0.268618,0.179433,-113.4,2.942,0.015,1.000,25.000
30,7.2000,72,1.575943,0.392319,0.684674,0.287423,0.180219,-113.4,2.942,0.015,1.000,25.000
30,7.3000,73,1.598043,0.410696,0.702696,0.309515,0.180218,-113.4,2.942,0.015,1.000,25.000
30,7.4000,74,1.621481,0.430911,0.720718,0.334898,0.179250,-113.4,2.942,0.015,1.000,25.000
30,7.5000,75,1.646443,0.453236,0.738643,0.363313,0.177124,-113.4,2.942,0.015,1.000,25.000
30,7.6000,76,1.673088,0.477934,0.756355,0.394087,0.173642,-113.4,2.942,0.015,1.000,25.000
30,7.7000,77,1.701515,0.505226,0.773719,0.425945,0.168616,-113.4,2.942,0.015,1.000,25.000
30,7.8000,78,1.731731,0.535247,0.790581,0.456745,0.161894,-113.4,2.942,0.015,1.000,25.000
30,7.9000,79,1.763596,0.567969,0.806770,0.483118,0.153398,-113.4,2.942,0.015,1.000,25.000
30,8.0000,80,1.796751,0.603108,0.822110,0.500000,0.143177,-113.4,2.942,0.015,1.000,25.000
30,8.1000,81,1.830521,0.639979,0.836428,0.500000,0.131489,-113.4,2.942,0.015,1.000,25.000
30,8.2000,82,1.863782,0.677311,0.849577,0.500000,0.118763,-113.4,2.942,0.015,1.000,25.000
30,8.3000,83,1.896574,0.715057,0.861453,0.500000,0.105490,-113.4,2.942,0.015,1.000,25.000
30,8.4000,84,1.928940,0.753167,0.872002,0.500000,0.092142,-113.4,2.942,0.015,1.000,25.000
30,8.5000,85,1.960928,0.791596,0.881216,0.500000,0.079132,-113.4,2.942,0.015,1.000,25.000
30,8.6000,86,1.992585,0.830297,0.889129,0.500000,0.066792,-113.4,2.942,0.015,1.000,25.000
30,8.7000,87,2.023960,0.869228,0.895809,0.500000,0.055369,-113.4,2.942,0.015,1.000,25.000
30,8.8000,88,2.055096,0.908350,0.901346,0.500000,0.045026,-113.4,2.942,0.015,1.000,25.000
30,8.9000,89,2.086035,0.947628,0.905848,0.500000,0.035852,-113.4,2.942,0.015,1.000,25.000
30,9.0000,90,2.116816,0.987030,0.909433,0.500000,0.027874,-113.4,2.942,0.015,1.000,25.000
30,9.1000,91,2.147470,1.026531,0.912221,0.500000,0.021068,-113.4,2.942,0.015,1.000,25.000
30,9.2000,92,2.178028,1.066106,0.914328,0.500000,0.015374,-113.4,2.942,0.015,1.000,25.000
30,9.3000,93,2.208514,1.105737,0.915865,0.500000,0.010707,-113.4,2.942,0.015,1.000,25.000
30,9.4000,94,2.238948,1.145408,0.916936,0.500000,0.006963,-113.4,2.942,0.015,1.000,25.000
30,9.5000,95,2.269347,1.185106,0.917632,0.500000,0.004031,-113.4,2.942,0.015,1.000,25.000
30,9.6000,96,2.299724,1.224820,0.918035,0.500000,0.001799,-113.4,2.942,0.015,1.000,25.000
30,9.7000,97,2.330089,1.264543,0.918215,0.500000,0.000157,-113.4,2.942,0.015,1.000,25.000
30,9.8000,98,2.360451,1.304269,0.918231,0.500000,-0.000997,-113.4,2.942,0.015,1.000,25.000
30,9.9000,99,2.390814,1.343994,0.918131,0.500000,-0.001756,-113.4,2.942,0.015,1.000,25.000
30,10.0000,100,2.421183,1.383715,0.917955,0.500000,-0.002204,-113.4,2.942,0.015,1.000,25.000
30,10.1000,101,2.451560,1.423430,0.917735,0.500000,-0.002414,-113.4,2.942,0.015,1.000,25.000
30,10.2000,102,2.481945,1.463137,0.917494,0.500000,-0.002446,-113.4,2.942,0.015,1.000,25.000
30,10.3000,103,2.512341,1.502838,0.917249,0.500000,-0.002352,-113.4,2.942,0.015,1.000,25.000
30,10.4000,104,2.542746,1.542531,0.917014,0.500000,-0.002173,-113.4,2.942,0.015,1.000,25.000
30,10.5000,105,2.573160,1.582217,0.916797,0.500000,-0.001943,-113.4,2.942,0.015,1.000,25.000
30,10.6000,106,2.603582,1.621896,0.916602,0.500000,-0.001686,-113.4,2.942,0.015,1.000,25.000
30,10.7000,107,2.634011,1.661571,0.916434,0.500000,-0.001422,-113.4,2.942,0.015,1.000,25.000
30,10.8000,108,2.664447,1.701240,0.916291,0.500000,-0.001165,-113.4,2.942,0.015,1.000,25.000
30,10.9000,109,2.694887,1.740906,0.916175,0.500000,-0.000924,-113.4,2.942,0.015,1.000,25.000
30,11.0000,110,2.725332,1.780569,0.916083,0.500000,-0.000705,-113.4,2.942,0.015,1.000,25.000
30,11.1000,111,2.755780,1.820229,0.916012,0.500000,-0.000512,-113.4,2.942,0.015,1.000,25.000
30,11.2000,112,2.786230,1.859887,0.915961,0.500000,-0.000345,-113.4,2.942,0.015,1.000,25.000
30,11.3000,113,2.816683,1.899544,0.915926,0.500000,-0.000205,-113.4,2.942,0.015,1.000,25.000
30,11.4000,114,2.847136,1.939200,0.915906,0.500000,-0.000092,-113.4,2.942,0.015,1.000,25.000
30,11.5000,115,2.877590,1.978855,0.915897,0.500000,-0.000004,-113.4,2.942,0.015,1.000,25.000
30,11.6000,116,2.908044,2.018511,0.915896,0.500000,0.000059,-113.4,2.942,0.015,1.000,25.000
30,11.7000,117,2.938497,2.058166,0.915902,0.500000,0.000098,-113.4,2.942,0.015,1.000,25.000
30,11.8000,118,2.968951,2.097822,0.915912,0.500000,0.000113,-113.4,2.942,0.015,1.000,25.000
30,11.9000,119,2.999404,2.137478,0.915923,0.500000,0.000104,-113.4,2.942,0.015,1.000,25.000
30,12.0000,120,3.029857,2.177134,0.915933,0.500000,0.000070,-113.4,2.942,0.015,1.000,25.000
30,12.1000,121,3.060309,2.216791,0.915940,0.500000,0.000009,-113.4,2.942,0.015,1.000,25.000
30,12.2000,122,3.090761,2.256448,0.915941,0.500000,-0.000079,-113.4,2.942,0.015,1.000,25.000
30,12.3000,123,3.121214,2.296104,0.915933,0.500000,-0.000199,-113.4,2.942,0.015,1.000,25.000
30,12.4000,124,3.151667,2.335761,0.915914,0.500000,-0.000351,-113.4,2.942,0.015,1.000,25.000
30,12.5000,125,3.182121,2.375416,0.915879,0.500000,-0.000538,-113.4,2.942,0.015,1.000,25.000
30,12.6000,126,3.212576,2.415070,0.915825,0.500000,-0.000761,-113.4,2.942,0.015,1.000,25.000
30,12.7000,127,3.243035,2.454722,0.915749,0.500000,-0.001021,-113.4,2.942,0.015,1.000,25.000
30,12.8000,128,3.273496,2.494372,0.915647,0.500000,-0.001315,-113.4,2.942,0.015,1.000,25.000
30,12.9000,129,3.303963,2.534017,0.915515,0.500000,-0.001640,-113.4,2.942,0.015,1.000,25.000
30,13.0000,130,3.334435,2.573659,0.915351,0.500000,-0.001986,-113.4,2.942,0.015,1.000,25.000
30,13.1000,131,3.364915,2.613294,0.915152,0.500000,-0.002341,-113.4,2.942,0.015,1.000,25.000
30,13.2000,132,3.395403,2.652924,0.914918,0.500000,-0.002685,-113.4,2.942,0.015,1.000,25.000
30,13.3000,133,3.425901,2.692545,0.914650,0.500000,-0.002991,-113.4,2.942,0.015,1.000,25.000
30,13.4000,134,3.456410,2.732158,0.914351,0.500000,-0.003225,-113.4,2.942,0.015,1.000,25.000
30,13.5000,135,3.486932,2.771761,0.914028,0.500000,-0.003339,-113.4,2.942,0.015,1.000,25.000
30,13.6000,136,3.517467,2.811355,0.913694,0.500000,-0.003276,-113.4,2.942,0.015,1.000,25.000
30,13.7000,137,3.548014,2.850938,0.913367,0.500000,-0.002964,-113.4,2.942,0.015,1.000,25.000
30,13.8000,138,3.578574,2.890512,0.913070,0.500000,-0.002318,-113.4,2.942,0.015,1.000,25.000
30,13.9000,139,3.609145,2.930077,0.912839,0.500000,-0.001236,-113.4,2.942,0.015,1.000,25.000
30,14.0000,140,3.639722,2.969638,0.912715,0.500000,0.000398,-113.4,2.942,0.015,1.000,25.000
30,14.1000,141,3.670301,3.009196,0.912755,0.500000,0.002715,-113.4,2.942,0.015,1.000,25.000
30,14.2000,142,3.700875,3.048760,0.913026,0.500000,0.005858,-113.4,2.942,0.015,1.000,25.000
30,14.3000,143,3.731431,3.088337,0.913612,0.500000,0.009983,-113.4,2.942,0.015,1.000,25.000
30,14.4000,144,3.761955,3.127938,0.914610,0.500000,0.015247,-113.4,2.942,0.015,1.000,25.000
30,14.5000,145,3.792430,3.167577,0.916135,0.500000,0.021808,-113.4,2.942,0.015,1.000,25.000
30,14.6000,146,3.822831,3.207273,0.918316,0.500000,0.029817,-113.4,2.942,0.015,1.000,25.000
30,14.7000,147,3.853130,3.247047,0.921298,0.500000,0.039402,-113.4,2.942,0.015,1.000,25.000
30,14.8000,148,3.883291,3.286926,0.925238,0.500000,0.050659,-113.4,2.942,0.015,1.000,25.000
30,14.9000,149,3.913272,3.326940,0.930304,0.500000,0.063638,-113.4,2.942,0.015,1.000,25.000
30,15.0000,150,3.943023,3.367125,0.936668,0.500000,0.078329,-113.4,2.942,0.015,1.000,25.000
30,15.1000,151,3.972489,3.407520,0.944500,0.500000,0.094644,-113.4,2.942,0.015,1.000,25.000
30,15.2000,152,4.001604,3.448169,0.953965,0.500000,0.112407,-113.4,2.942,0.015,1.000,25.000
30,15.3000,153,4.030297,3.489116,0.965206,0.500000,0.131345,-113.4,2.942,0.015,1.000,25.000
30,15.4000,154,4.058489,3.530410,0.978340,0.500000,0.151093,-113.4,2.942,0.015,1.000,25.000
30,15.5000,155,4.086094,3.572098,0.993449,0.500000,0.171209,-113.4,2.942,0.015,1.000,25.000
30,15.6000,156,4.113024,3.614225,1.010570,0.500000,0.191215,-113.4,2.942,0.015,1.000,25.000
30,15.7000,157,4.139187,3.656833,1.029692,0.500000,0.210674,-113.4,2.942,0.015,1.000,25.000
30,15.8000,158,4.164488,3.699958,1.050759,0.500000,0.229315,-113.4,2.942,0.015,1.000,25.000
30,15.9000,159,4.188834,3.743629,1.073691,0.500000,0.247225,-113.4,2.942,0.015,1.000,25.000
31,0.0000,0,0.000000,0.000000,0.000000,0.204366,0.103333,-117.7,2.517,0.015,1.000,25.000
31,0.1000,1,0.020436,0.000106,0.010333,0.204575,0.102903,-117.7,2.517,0.015,1.000,25.000
31,0.2000,2,0.040891,0.000422,0.020624,0.204795,0.102449,-117.7,2.517,0.015,1.000,25.000
31,0.3000,3,0.061364,0.000949,0.030868,0.205034,0.101958,-117.7,2.517,0.015,1.000,25.000
31,0.4000,4,0.081854,0.001687,0.041064,0.205291,0.101427,-117.7,2.517,0.015,1.000,25.000
31,0.5000,5,0.102361,0.002633,0.051207,0.205566,0.100857,-117.7,2.517,0.015,1.000,25.000
31,0.6000,6,0.122885,0.003789,0.061293,0.205857,0.100253,-117.7,2.517,0.015,1.000,25.000
31,0.7000,7,0.143425,0.005153,0.071318,0.206159,0.099623,-117.7,2.517,0.015,1.000,25.000
31,0.8000,8,0.163981,0.006725,0.081280,0.206469,0.098973,-117.7,2.517,0.015,1.000,25.000
31,0.9000,9,0.184551,0.008503,0.091177,0.206783,0.098313,-117.7,2.517,0.015,1.000,25.000
31,1.0000,10,0.205134,0.010487,0.101009,0.207098,0.097648,-117.7,2.517,0.015,1.000,25.000
31,1.1000,11,0.225728,0.012676,0.110774,0.207410,0.096986,-117.7,2.517,0.015,1.000,25.000
31,1.2000,12,0.246330,0.015068,0.120472,0.207717,0.096332,-117.7,2.517,0.015,1.000,25.000
31,1.3000,13,0.266939,0.017664,0.130105,0.208015,0.095693,-117.7,2.517,0.015,1.000,25.000
31,1.4000,14,0.287552,0.020461,0.139675,0.208304,0.095073,-117.7,2.517,0.015,1.000,25.000
31,1.5000,15,0.308165,0.023459,0.149182,0.208580,0.094475,-117.7,2.517,0.015,1.000,25.000
31,1.6000,16,0.328776,0.026657,0.158629,0.208843,0.093904,-117.7,2.517,0.015,1.000,25.000
31,1.7000,17,0.349383,0.030053,0.168020,0.209092,0.093361,-117.7,2.517,0.015,1.000,25.000
31,1.8000,18,0.369981,0.033646,0.177356,0.209326,0.092849,-117.7,2.517,0.015,1.000,25.000
31,1.9000,19,0.390568,0.037434,0.186641,0.209543,0.092371,-117.7,2.517,0.015,1.000,25.000
31,2.0000,20,0.411140,0.041418,0.195878,0.209744,0.091927,-117.7,2.517,0.015,1.000,25.000
31,2.1000,21,0.431694,0.045594,0.205071,0.209928,0.091518,-117.7,2.517,0.015,1.000,25.000
31,2.2000,22,0.452227,0.049963,0.214222,0.210095,0.091146,-117.7,2.517,0.015,1.000,25.000
31,2.3000,23,0.472736,0.054523,0.223337,0.210244,0.090812,-117.7,2.517,0.015,1.000,25.000
31,2.4000,24,0.493217,0.059273,0.232418,0.210376,0.090515,-117.7,2.517,0.015,1.000,25.000
31,2.5000,25,0.513666,0.064211,0.241470,0.210491,0.090257,-117.7,2.517,0.015,1.000,25.000
31,2.6000,26,0.534082,0.069336,0.250495,0.210588,0.090038,-117.7,2.517,0.015,1.000,25.000
31,2.7000,27,0.554459,0.074648,0.259499,0.210667,0.089858,-117.7,2.517,0.015,1.000,25.000
31,2.8000,28,0.574796,0.080145,0.268485,0.210729,0.089717,-117.7,2.517,0.015,1.000,25.000
31,2.9000,29,0.595089,0.085826,0.277457,0.210773,0.089616,-117.7,2.517,0.015,1.000,25.000
31,3.0000,30,0.615334,0.091691,0.286418,0.210799,0.089555,-117.7,2.517,0.015,1.000,25.000
31,3.1000,31,0.635528,0.097736,0.295374,0.210808,0.089533,-117.7,2.517,0.015,1.000,25.000
31,3.2000,32,0.655668,0.103963,0.304327,0.210799,0.089551,-117.7,2.517,0.015,1.000,25.000
31,3.3000,33,0.675751,0.110370,0.313282,0.210771,0.089609,-117.7,2.517,0.015,1.000,25.000
31,3.4000,34,0.695773,0.116955,0.322243,0.210726,0.089707,-117.7,2.517,0.015,1.000,25.000
31,3.5000,35,0.715731,0.123718,0.331214,0.210663,0.089845,-117.7,2.517,0.015,1.000,25.000
31,3.6000,36,0.735621,0.130658,0.340198,0.210582,0.090023,-117.7,2.517,0.015,1.000,25.000
31,3.7000,37,0.755440,0.137774,0.349201,0.210482,0.090241,-117.7,2.517,0.015,1.000,25.000
31,3.8000,38,0.775185,0.145065,0.358225,0.210365,0.090500,-117.7,2.517,0.015,1.000,25.000
31,3.9000,39,0.794853,0.152530,0.367275,0.210229,0.090799,-117.7,2.517,0.015,1.000,25.000
31,4.0000,40,0.814439,0.160167,0.376355,0.210074,0.091138,-117.7,2.517,0.015,1.000,25.000
31,4.1000,41,0.833941,0.167977,0.385469,0.209902,0.091518,-117.7,2.517,0.015,1.000,25.000
31,4.2000,42,0.853354,0.175958,0.394620,0.209712,0.091939,-117.7,2.517,0.015,1.000,25.000
31,4.3000,43,0.872676,0.184110,0.403814,0.209504,0.092400,-117.7,2.517,0.015,1.000,25.000
31,4.4000,44,0.891904,0.192431,0.413054,0.209281,0.092902,-117.7,2.517,0.015,1.000,25.000
31,4.5000,45,0.911032,0.200920,0.422344,0.209042,0.093446,-117.7,2.517,0.015,1.000,25.000
31,4.6000,46,0.930059,0.209578,0.431689,0.208790,0.094031,-117.7,2.517,0.015,1.000,25.000
31,4.7000,47,0.948981,0.218403,0.441092,0.208528,0.094658,-117.7,2.517,0.015,1.000,25.000
31,4.8000,48,0.967796,0.227394,0.450558,0.208259,0.095327,-117.7,2.517,0.015,1.000,25.000
31,4.9000,49,0.986500,0.236553,0.460091,0.207988,0.096037,-117.7,2.517,0.015,1.000,25.000
31,5.0000,50,1.005091,0.245877,0.469694,0.207723,0.096791,-117.7,2.517,0.015,1.000,25.000
31,5.1000,51,1.023568,0.255369,0.479373,0.207471,0.097587,-117.7,2.517,0.015,1.000,25.000
31,5.2000,52,1.041930,0.265027,0.489132,0.207245,0.098426,-117.7,2.517,0.015,1.000,25.000
31,5.3000,53,1.060176,0.274855,0.498975,0.207059,0.099308,-117.7,2.517,0.015,1.000,25.000
31,5.4000,54,1.078308,0.284853,0.508906,0.206933,0.100233,-117.7,2.517,0.015,1.000,25.000
31,5.5000,55,1.096328,0.295026,0.518929,0.206892,0.101201,-117.7,2.517,0.015,1.000,25.000
31,5.6000,56,1.114241,0.305377,0.529049,0.206966,0.102211,-117.7,2.517,0.015,1.000,25.000
31,5.7000,57,1.132055,0.315914,0.539270,0.207196,0.103262,-117.7,2.517,0.015,1.000,25.000
31,5.8000,58,1.149779,0.326646,0.549596,0.207629,0.104352,-117.7,2.517,0.015,1.000,25.000
31,5.9000,59,1.167427,0.337583,0.560031,0.208327,0.105478,-117.7,2.517,0.015,1.000,25.000
31,6.0000,60,1.185019,0.348743,0.570579,0.209363,0.106637,-117.7,2.517,0.015,1.000,25.000
31,6.1000,61,1.202578,0.360144,0.581243,0.210829,0.107823,-117.7,2.517,0.015,1.000,25.000
31,6.2000,62,1.220136,0.371815,0.592025,0.212833,0.109028,-117.7,2.517,0.015,1.000,25.000
31,6.3000,63,1.237732,0.383788,0.602928,0.215505,0.110242,-117.7,2.517,0.015,1.000,25.000
31,6.4000,64,1.255415,0.396106,0.613952,0.219000,0.111452,-117.7,2.517,0.015,1.000,25.000
31,6.5000,65,1.273245,0.408822,0.625097,0.223496,0.112640,-117.7,2.517,0.015,1.000,25.000
31,6.6000,66,1.291294,0.422002,0.636361,0.229199,0.113782,-117.7,2.517,0.015,1.000,25.000
31,6.7000,67,1.309650,0.435728,0.647740,0.236342,0.114849,-117.7,2.517,0.015,1.000,25.000
31,6.8000,68,1.328414,0.450096,0.659225,0.245178,0.115806,-117.7,2.517,0.015,1.000,25.000
31,6.9000,69,1.347708,0.465225,0.670805,0.255981,0.116605,-117.7,2.517,0.015,1.000,25.000
31,7.0000,70,1.367666,0.481254,0.682466,0.269027,0.117193,-117.7,2.517,0.015,1.000,25.000
31,7.1000,71,1.388443,0.498344,0.694185,0.284582,0.117503,-117.7,2.517,0.015,1.000,25.000
31,7.2000,72,1.410208,0.516678,0.705935,0.302865,0.117457,-117.7,2.517,0.015,1.000,25.000
31,7.3000,73,1.433140,0.536461,0.717681,0.324010,0.116966,-117.7,2.517,0.015,1.000,25.000
31,7.4000,74,1.457424,0.557912,0.729378,0.348000,0.115930,-117.7,2.517,0.015,1.000,25.000
31,7.5000,75,1.483235,0.581252,0.740971,0.374579,0.114240,-117.7,2.517,0.015,1.000,25.000
31,7.6000,76,1.510727,0.606694,0.752395,0.403119,0.111787,-117.7,2.517,0.015,1.000,25.000
